frame_id,positions,sizes,bounding_boxes,colors,distances,relationships
2232,"{'Player': (140, 112), 'Ball': (91, 126), 'Enemy': (16, 125)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 112, 4, 15), 'Ball': (91, 126, 2, 4), 'Enemy': (16, 125, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 50.96076922496363, 'Player_Enemy': 124.67958934805648, 'Ball_Enemy': 75.0066663703967}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
2233,"{'Player': (140, 112), 'Ball': (92, 127), 'Enemy': (16, 127)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 112, 4, 15), 'Ball': (92, 127, 2, 4), 'Enemy': (16, 127, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 50.28916384272063, 'Player_Enemy': 124.90396310766124, 'Ball_Enemy': 76.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2234,"{'Player': (140, 113), 'Ball': (93, 128), 'Enemy': (16, 127)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 113, 4, 15), 'Ball': (93, 128, 2, 4), 'Enemy': (16, 127, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.33558553417604, 'Player_Enemy': 124.78781991845197, 'Ball_Enemy': 77.00649323271382}","{'Player_Ball': 'above', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
2235,"{'Player': (140, 113), 'Ball': (94, 129), 'Enemy': (16, 129)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 113, 4, 15), 'Ball': (94, 129, 2, 4), 'Enemy': (16, 129, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.703182647543684, 'Player_Enemy': 125.02799686470227, 'Ball_Enemy': 78.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2236,"{'Player': (140, 112), 'Ball': (95, 130), 'Enemy': (16, 129)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 112, 4, 15), 'Ball': (95, 130, 2, 4), 'Enemy': (16, 129, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.46648326421054, 'Player_Enemy': 125.15989773086265, 'Ball_Enemy': 79.00632886041473}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2237,"{'Player': (140, 112), 'Ball': (96, 131), 'Enemy': (16, 131)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 112, 4, 15), 'Ball': (96, 131, 2, 4), 'Enemy': (16, 131, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 47.92702786528704, 'Player_Enemy': 125.44720004846661, 'Ball_Enemy': 80.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2238,"{'Player': (140, 108), 'Ball': (97, 132), 'Enemy': (16, 131)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 108, 4, 15), 'Ball': (97, 132, 2, 4), 'Enemy': (16, 131, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.24428900898052, 'Player_Enemy': 126.11502686040232, 'Ball_Enemy': 81.00617260431454}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2239,"{'Player': (140, 108), 'Ball': (98, 133), 'Enemy': (16, 133)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 108, 4, 15), 'Ball': (98, 133, 2, 4), 'Enemy': (16, 133, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.877397639399746, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 82.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2240,"{'Player': (140, 106), 'Ball': (99, 134), 'Enemy': (16, 133)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 106, 4, 15), 'Ball': (99, 134, 2, 4), 'Enemy': (16, 133, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.64876634922564, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 83.00602387778854}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2241,"{'Player': (140, 106), 'Ball': (100, 135), 'Enemy': (16, 135)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 106, 4, 15), 'Ball': (100, 135, 2, 4), 'Enemy': (16, 135, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.4064773081425, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 84.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2242,"{'Player': (140, 110), 'Ball': (101, 136), 'Enemy': (16, 135)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (101, 136, 2, 4), 'Enemy': (16, 135, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.87216658103186, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 85.00588214941364}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2243,"{'Player': (140, 110), 'Ball': (102, 137), 'Enemy': (16, 137)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (102, 137, 2, 4), 'Enemy': (16, 137, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.61544808322666, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 86.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2244,"{'Player': (140, 110), 'Ball': (103, 138), 'Enemy': (16, 137)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (103, 138, 2, 4), 'Enemy': (16, 137, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.400431032480725, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 87.00574693662483}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2245,"{'Player': (140, 110), 'Ball': (104, 139), 'Enemy': (16, 139)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (104, 139, 2, 4), 'Enemy': (16, 139, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.22769732530488, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 88.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2246,"{'Player': (140, 110), 'Ball': (105, 140), 'Enemy': (16, 139)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (105, 140, 2, 4), 'Enemy': (16, 139, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.09772228646444, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 89.00561780022652}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2247,"{'Player': (140, 110), 'Ball': (106, 141), 'Enemy': (16, 141)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (106, 141, 2, 4), 'Enemy': (16, 141, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.010868281309364, 'Player_Enemy': 127.81627439414747, 'Ball_Enemy': 90.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2248,"{'Player': (140, 110), 'Ball': (107, 142), 'Enemy': (16, 141)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (107, 142, 2, 4), 'Enemy': (16, 141, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 45.967379738244816, 'Player_Enemy': 127.81627439414747, 'Ball_Enemy': 91.00549433962765}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2249,"{'Player': (140, 110), 'Ball': (108, 143), 'Enemy': (16, 143)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 110, 4, 15), 'Ball': (108, 143, 2, 4), 'Enemy': (16, 143, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 45.967379738244816, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 92.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2250,"{'Player': (140, 107), 'Ball': (109, 144), 'Enemy': (16, 143)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 107, 4, 15), 'Ball': (109, 144, 2, 4), 'Enemy': (16, 143, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.27007354458868, 'Player_Enemy': 129.1200991325518, 'Ball_Enemy': 93.00537618869137}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2251,"{'Player': (140, 107), 'Ball': (110, 145), 'Enemy': (16, 145)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 107, 4, 15), 'Ball': (110, 145, 2, 4), 'Enemy': (16, 145, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.41487374764082, 'Player_Enemy': 129.6919426949878, 'Ball_Enemy': 94.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2252,"{'Player': (140, 106), 'Ball': (111, 146), 'Enemy': (16, 145)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 106, 4, 15), 'Ball': (111, 146, 2, 4), 'Enemy': (16, 145, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.4064773081425, 'Player_Enemy': 129.98846102635417, 'Ball_Enemy': 95.00526301210897}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2253,"{'Player': (140, 106), 'Ball': (112, 147), 'Enemy': (16, 147)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 106, 4, 15), 'Ball': (112, 147, 2, 4), 'Enemy': (16, 147, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.64876634922564, 'Player_Enemy': 130.60245020672468, 'Ball_Enemy': 96.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2254,"{'Player': (140, 105), 'Ball': (113, 148), 'Enemy': (16, 147)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 105, 4, 15), 'Ball': (113, 148, 2, 4), 'Enemy': (16, 147, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 50.774009099144415, 'Player_Enemy': 130.91982279242512, 'Ball_Enemy': 97.0051545022222}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2255,"{'Player': (140, 105), 'Ball': (114, 149), 'Enemy': (16, 149)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 105, 4, 15), 'Ball': (114, 149, 2, 4), 'Enemy': (16, 149, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 51.10772935672255, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 98.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2256,"{'Player': (140, 108), 'Ball': (115, 150), 'Enemy': (16, 149)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 108, 4, 15), 'Ball': (115, 150, 2, 4), 'Enemy': (16, 149, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 48.877397639399746, 'Player_Enemy': 130.60245020672468, 'Ball_Enemy': 99.00505037623081}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2257,"{'Player': (140, 108), 'Ball': (116, 151), 'Enemy': (16, 151)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 108, 4, 15), 'Ball': (116, 151, 2, 4), 'Enemy': (16, 151, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.24428900898052, 'Player_Enemy': 131.24404748406687, 'Ball_Enemy': 100.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2258,"{'Player': (140, 114), 'Ball': (117, 152), 'Enemy': (16, 151)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (117, 152, 2, 4), 'Enemy': (16, 151, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 44.41846462902562, 'Player_Enemy': 129.40247292845683, 'Ball_Enemy': 101.00495037373169}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2259,"{'Player': (140, 114), 'Ball': (118, 153), 'Enemy': (16, 153)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (118, 153, 2, 4), 'Enemy': (16, 153, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 44.77722635447622, 'Player_Enemy': 129.98846102635417, 'Ball_Enemy': 102.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2260,"{'Player': (140, 120), 'Ball': (119, 154), 'Enemy': (16, 153)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 120, 4, 15), 'Ball': (119, 154, 2, 4), 'Enemy': (16, 153, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 39.96248240537617, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 103.00485425454472}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2261,"{'Player': (140, 120), 'Ball': (120, 155), 'Enemy': (16, 155)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 120, 4, 15), 'Ball': (120, 155, 2, 4), 'Enemy': (16, 155, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 40.311288741492746, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 104.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2262,"{'Player': (140, 123), 'Ball': (121, 156), 'Enemy': (16, 155)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 123, 4, 15), 'Ball': (121, 156, 2, 4), 'Enemy': (16, 155, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 38.07886552931954, 'Player_Enemy': 128.06248474865697, 'Ball_Enemy': 105.00476179678711}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2263,"{'Player': (140, 123), 'Ball': (122, 157), 'Enemy': (16, 157)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 123, 4, 15), 'Ball': (122, 157, 2, 4), 'Enemy': (16, 157, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 38.47076812334269, 'Player_Enemy': 128.57682528356344, 'Ball_Enemy': 106.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2264,"{'Player': (140, 125), 'Ball': (123, 158), 'Enemy': (16, 157)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 125, 4, 15), 'Ball': (123, 158, 2, 4), 'Enemy': (16, 157, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 37.12142238654117, 'Player_Enemy': 128.06248474865697, 'Ball_Enemy': 107.00467279516349}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2265,"{'Player': (140, 125), 'Ball': (124, 159), 'Enemy': (16, 159)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 125, 4, 15), 'Ball': (124, 159, 2, 4), 'Enemy': (16, 159, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 37.57658845611187, 'Player_Enemy': 128.57682528356344, 'Ball_Enemy': 108.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2266,"{'Player': (140, 123), 'Ball': (125, 160), 'Enemy': (16, 159)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 123, 4, 15), 'Ball': (125, 160, 2, 4), 'Enemy': (16, 159, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 39.92492955535426, 'Player_Enemy': 129.1200991325518, 'Ball_Enemy': 109.00458705944443}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2267,"{'Player': (140, 123), 'Ball': (126, 161), 'Enemy': (16, 161)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 123, 4, 15), 'Ball': (126, 161, 2, 4), 'Enemy': (16, 161, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 40.496913462633174, 'Player_Enemy': 129.6919426949878, 'Ball_Enemy': 110.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2268,"{'Player': (140, 117), 'Ball': (127, 162), 'Enemy': (16, 161)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 117, 4, 15), 'Ball': (127, 162, 2, 4), 'Enemy': (16, 161, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 46.84015371452148, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 111.00450441310929}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2269,"{'Player': (140, 117), 'Ball': (128, 163), 'Enemy': (16, 163)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 117, 4, 15), 'Ball': (128, 163, 2, 4), 'Enemy': (16, 163, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 47.53945729601885, 'Player_Enemy': 132.25732493892352, 'Ball_Enemy': 112.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2270,"{'Player': (140, 116), 'Ball': (129, 164), 'Enemy': (16, 163)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 116, 4, 15), 'Ball': (129, 164, 2, 4), 'Enemy': (16, 163, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 49.24428900898052, 'Player_Enemy': 132.60844618650805, 'Ball_Enemy': 113.00442469213318}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2271,"{'Player': (140, 116), 'Ball': (130, 165), 'Enemy': (16, 165)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 116, 4, 15), 'Ball': (130, 165, 2, 4), 'Enemy': (16, 165, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 50.00999900019995, 'Player_Enemy': 133.33041663476493, 'Ball_Enemy': 114.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2272,"{'Player': (140, 113), 'Ball': (131, 166), 'Enemy': (16, 165)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 113, 4, 15), 'Ball': (131, 166, 2, 4), 'Enemy': (16, 165, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 53.75872022286245, 'Player_Enemy': 134.46189051177288, 'Ball_Enemy': 115.00434774390054}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2273,"{'Player': (140, 113), 'Ball': (132, 167), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 113, 4, 15), 'Ball': (132, 167, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 54.589376255824725, 'Player_Enemy': 135.2479205015737, 'Ball_Enemy': 116.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2274,"{'Player': (140, 114), 'Ball': (133, 168), 'Enemy': (16, 167)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (133, 168, 2, 4), 'Enemy': (16, 167, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 54.45181356024793, 'Player_Enemy': 134.8517704741024, 'Ball_Enemy': 117.00427342623003}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2275,"{'Player': (140, 114), 'Ball': (134, 169), 'Enemy': (16, 169)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (134, 169, 2, 4), 'Enemy': (16, 169, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 55.326304774492215, 'Player_Enemy': 135.6502856613284, 'Ball_Enemy': 118.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2276,"{'Player': (140, 114), 'Ball': (135, 170), 'Enemy': (16, 169)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (135, 170, 2, 4), 'Enemy': (16, 169, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 56.22277118748239, 'Player_Enemy': 135.6502856613284, 'Ball_Enemy': 119.00420160649792}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2277,"{'Player': (140, 114), 'Ball': (136, 171), 'Enemy': (16, 171)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (136, 171, 2, 4), 'Enemy': (16, 171, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 57.14017850864661, 'Player_Enemy': 136.4734406395618, 'Ball_Enemy': 120.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2278,"{'Player': (140, 114), 'Ball': (137, 172), 'Enemy': (16, 171)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (137, 172, 2, 4), 'Enemy': (16, 171, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 58.077534382926416, 'Player_Enemy': 136.4734406395618, 'Ball_Enemy': 121.00413216084813}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2279,"{'Player': (140, 114), 'Ball': (138, 173), 'Enemy': (16, 173)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (138, 173, 2, 4), 'Enemy': (16, 173, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 59.033888572581766, 'Player_Enemy': 137.32079230764728, 'Ball_Enemy': 122.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
2280,"{'Player': (140, 114), 'Ball': (139, 174), 'Enemy': (16, 173)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 114, 4, 15), 'Ball': (139, 174, 2, 4), 'Enemy': (16, 173, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 60.00833275470999, 'Player_Enemy': 137.32079230764728, 'Ball_Enemy': 123.00406497347964}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
